Taxon	Count	Consistency
s__Halodesulfovibrio marinisediminis	1	1.000
s__Nitrincola nitratireducens	1	1.000
s__Methanopyrus kandleri	1	1.000
s__Brevibacterium album	1	1.000
s__Candidatus Roizmanbacteria bacterium GW2011_GWC1_37_12	1	1.000
s__Rickettsia tamurae	2	1.000
s__Caldalkalibacillus thermarum	1	1.000
s__Gordonia soli	1	1.000
s__Candidatus Nomurabacteria bacterium GW2011_GWB1_40_7	1	1.000
s__Domibacillus tundrae	1	1.000
s__Candidatus Nomurabacteria bacterium GW2011_GWE2_34_25	1	1.000
s__Rhizobium sp. YS-1r	1	1.000
s__Fibrobacteres bacterium CG2_30_45_31	1	1.000
s__Pseudomonas flexibilis	1	1.000
s__Thioalkalivibrio thiocyanoxidans	1	1.000
s__Mycobacterium tuberculosis	1	1.000
s__Rickettsia australis	1	1.000
s__Nitrospirae bacterium RBG_19FT_COMBO_42_15	1	1.000
s__Deinococcus sp. UR1	1	1.000
s__Gammaproteobacteria bacterium RIFCSPHIGHO2_01_FULL_42_8	1	1.000
s__Thermocladium sp. ECH_B	1	1.000
s__Prevotella nigrescens	1	1.000
s__Cohnella panacarvi	1	1.000
s__Mesorhizobium sp. Root1471	1	1.000
s__Magnetospirillum caucaseum	1	1.000
s__Schaalia odontolytica	1	1.000
s__Alteromonas sp. Mac2	1	1.000
s__Alteromonas sp. Mac1	1	1.000
s__Sphingomonas sp. ERG5	1	1.000
s__Candidatus Uhrbacteria bacterium RIFCSPHIGHO2_02_FULL_46_47	1	1.000
s__Candidatus Uhrbacteria bacterium GW2011_GWF2_44_350	1	1.000
s__Bartonella grahamii	1	1.000
s__Omnitrophica bacterium RIFCSPLOWO2_12_FULL_45_13	1	1.000
s__Candidatus Frackibacter sp. WG13	1	1.000
s__Candidatus Frackibacter sp. WG12	1	1.000
s__Candidatus Frackibacter sp. WG11	1	1.000
s__Halobacterium hubeiense	1	1.000
s__Acuticoccus yangtzensis	1	1.000
s__Asticcacaulis biprosthecium	1	1.000
s__Alicyclobacillus herbarius	1	1.000
s__Sphingomonas sp. Leaf17	1	1.000
s__Pseudomonas sp. ATCC 13867	1	1.000
s__Sphingomonas sp. Leaf11	1	1.000
s__Pseudidiomarina sediminum	1	1.000
s__Crenobacter luteus	1	1.000
s__Candidatus Woykebacteria bacterium RBG_19FT_COMBO_43_10	1	1.000
s__Candidatus Ryanbacteria bacterium RIFCSPHIGHO2_02_FULL_47_25	1	1.000
s__Marinobacter subterrani	1	1.000
s__Alphaproteobacteria bacterium casp-alpha3	1	1.000
s__Alphaproteobacteria bacterium casp-alpha2	1	1.000
s__Alphaproteobacteria bacterium casp-alpha6	1	1.000
s__Alphaproteobacteria bacterium casp-alpha9	1	1.000
s__Photobacterium marinum	1	1.000
s__candidate division WWE3 bacterium RIFCSPLOWO2_01_FULL_37_24	1	1.000
s__Brevibacterium senegalense	1	1.000
s__Siansivirga zeaxanthinifaciens	1	1.000
s__Exiguobacterium undae	1	1.000
s__Candidatus Moranbacteria bacterium GW2011_GWE2_47_10	1	1.000
s__Synechococcus sp. JA-2-3B'a(2-13)	1	1.000
s__Candidatus Azambacteria bacterium RIFOXYA1_FULL_42_37	1	1.000
s__Erysipelothrix rhusiopathiae	1	1.000
s__Candidatus Yanofskybacteria bacterium RIFCSPHIGHO2_01_FULL_41_21	1	1.000
s__Candidatus Yanofskybacteria bacterium RIFCSPHIGHO2_01_FULL_41_26	1	1.000
s__Candidatus Yanofskybacteria bacterium RIFCSPHIGHO2_01_FULL_41_27	1	1.000
s__Streptomyces davaonensis	1	1.000
s__Brevibacillus agri	1	1.000
s__Candidatus Magasanikbacteria bacterium RIFCSPLOWO2_01_FULL_40_15	1	1.000
s__Candidatus Yanofskybacteria bacterium RIFCSPHIGHO2_01_FULL_44_17	1	1.000
s__Chryseobacterium koreense	1	1.000
s__Paenibacillus kribbensis	1	1.000
s__Deltaproteobacteria bacterium RIFCSPLOWO2_02_FULL_55_12	1	1.000
s__Saccharothrix syringae	1	1.000
s__Listeria booriae	1	1.000
s__Deltaproteobacteria bacterium CG2_30_43_15	1	1.000
s__Arsenicibacter rosenii	1	1.000
s__Enterococcus mundtii	1	1.000
s__beta proteobacterium AAP51	1	1.000
s__Lentilactobacillus parabuchneri	1	1.000
s__Leifsonia rubra	1	1.000
s__Candidatus Taylorbacteria bacterium RIFCSPLOWO2_02_FULL_45_10b	1	1.000
s__Ahrensia sp. R2A130	1	1.000
s__Candidatus Daviesbacteria bacterium RIFCSPHIGHO2_01_FULL_41_45	1	1.000
s__Pseudorhodobacter antarcticus	1	1.000
s__Nesterenkonia alba	1	1.000
s__Chishuiella changwenlii	1	1.000
s__Nautilia profundicola	1	1.000
s__Spiroplasma litorale	1	1.000
s__Halobacteriaceae archaeon Tc-Br11_E2g27	1	1.000
s__Anaerolineae bacterium 49_20	1	1.000
s__Sulfurimonas sp. RIFOXYC2_FULL_36_7	1	1.000
s__Succinivibrio sp. Phil9	1	1.000
s__Halorubrum sp. BV1	1	1.000
s__Flavobacterium anhuiense	1	1.000
s__Candidatus Lloydbacteria bacterium RIFCSPLOWO2_01_FULL_54_18	1	1.000
s__Candidatus Woesebacteria bacterium RIFCSPHIGHO2_02_FULL_42_20	1	1.000
s__Capnocytophaga ochracea	1	1.000
s__[Clostridium] symbiosum	1	1.000
s__Kushneria aurantia	1	1.000
s__Tenericutes bacterium GWA2_38_26	1	1.000
s__Anaerovibrio lipolyticus	1	1.000
s__Lactobacillus jensenii	13	1.000
s__Candidatus Uhrbacteria bacterium GW2011_GWD2_52_7	1	1.000
s__Bacteroides vulgatus CAG:6	1	1.000
s__Macellibacteroides sp. HH-ZS	1	1.000
s__Hoeflea sp. BAL378	1	1.000
s__Levyella massiliensis	1	1.000
s__Candidatus Woesebacteria bacterium RBG_19FT_COMBO_47_8	1	1.000
s__Solirubrobacter soli	1	1.000
s__Candidatus Yanofskybacteria bacterium RIFCSPHIGHO2_02_FULL_46_19	1	1.000
s__Halomonas boliviensis	1	1.000
s__Acinetobacter radioresistens	1	1.000
s__Marinimicrobia bacterium TCS55	1	1.000
s__Marinimicrobia bacterium TCS54	1	1.000
s__gamma proteobacterium HIMB55	1	1.000
s__Marinimicrobia bacterium TCS53	1	1.000
s__Marinimicrobia bacterium TCS52	1	1.000
s__Pediococcus pentosaceus	1	1.000
s__Porphyromonas endodontalis	1	1.000
s__Candidatus Magasanikbacteria bacterium GW2011_GWC2_40_17	1	1.000
s__Fructobacillus pseudoficulneus	2	1.000
s__Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_02_FULL_37_15	1	1.000
s__Defluviitalea phaphyphila	1	1.000
s__Parcubacteria bacterium C7867-008	1	1.000
s__Bacillus sp. X1(2014)	1	1.000
s__Candidatus Mikella endobia	1	1.000
s__Holzapfelia floricola	1	1.000
s__Parcubacteria bacterium C7867-001	1	1.000
s__Parcubacteria bacterium C7867-002	1	1.000
s__Candidatus Entotheonella gemina	1	1.000
s__Parcubacteria bacterium C7867-004	1	1.000
s__Parcubacteria bacterium C7867-007	1	1.000
s__Deltaproteobacteria bacterium RIFOXYA12_FULL_58_15	1	1.000
s__Luminiphilus syltensis	1	1.000
s__Campylobacter insulaenigrae	1	1.000
s__Desulfothermus okinawensis	1	1.000
s__Pseudodesulfovibrio mercurii	1	1.000
s__Sphingopyxis macrogoltabida	1	1.000
s__Nocardia tenerifensis	1	1.000
s__Phormidium sp. OSCR	1	1.000
s__Candidatus Woesebacteria bacterium GW2011_GWB1_38_8b	1	1.000
s__Mesorhizobium sp. NBIMC_P2-C3	1	1.000
s__Aneurinibacillus terranovensis	1	1.000
s__Furfurilactobacillus rossiae	1	1.000
s__Henriciella marina	1	1.000
s__Neobacillus drentensis	1	1.000
s__Candidatus Woesebacteria bacterium RIFCSPHIGHO2_01_FULL_38_9	1	1.000
s__Ktedonobacter sp. 13_1_40CM_4_52_4	1	1.000
s__Sulfuricurvum sp. RIFOXYD2_FULL_44_160	1	1.000
s__Candidatus Peregrinibacteria bacterium GW2011_GWA2_38_36	1	1.000
s__Clostridium paraputrificum	1	1.000
s__Flavonifractor plautii	1	1.000
s__Polynucleobacter sp. GWA2_45_21	1	1.000
s__Candidatus Woykebacteria bacterium GWA1_44_8	1	1.000
s__Candidatus Amesbacteria bacterium RIFCSPHIGHO2_01_FULL_48_32	1	1.000
s__Clostridium saccharobutylicum	1	1.000
s__Sphingomonas melonis	1	1.000
s__Bilophila wadsworthia	1	1.000
s__Proteiniphilum saccharofermentans	1	1.000
s__Alicyclobacillus sp. RIFOXYA1_FULL_53_8	1	1.000
s__Candidatus Peribacteria bacterium RIFCSPHIGHO2_01_FULL_51_35	1	1.000
s__Centipeda periodontii	1	1.000
s__Francisella endosymbiont of Amblyomma maculatum	1	1.000
s__Lentzea aerocolonigenes	1	1.000
s__Marinimicrobia bacterium SCGC AAA160-B08	1	1.000
s__Terrabacter sp. Root181	1	1.000
s__Sphingomonas hengshuiensis	1	1.000
s__Streptomyces hokutonensis	1	1.000
s__Streptomyces qaidamensis	1	1.000
s__Candidatus Amesbacteria bacterium GW2011_GWC1_48_10	1	1.000
s__Gramella salexigens	1	1.000
s__Clostridium sp. BL8	1	1.000
s__Sphingomonas sp. Leaf34	1	1.000
s__Desulfomonile tiedjei	1	1.000
s__alpha proteobacterium SCGC AAA536-G10	1	1.000
s__Sinorhizobium medicae	1	1.000
s__Candidatus Baumannia cicadellinicola	3	1.000
s__Prevotella sp. CAG:5226	1	1.000
s__Candidatus Terrybacteria bacterium RIFCSPHIGHO2_02_FULL_43_14	1	1.000
s__Caulobacter vibrioides	2	1.000
s__Candidatus Korarchaeum cryptofilum	1	1.000
s__Bifidobacterium bombi	1	1.000
s__Sphingobacteriales bacterium 41-5	1	1.000
s__Ottowia thiooxydans	1	1.000
s__Bacteroides sp. CAG:714	1	1.000
s__Mycolicibacterium phlei	1	1.000
s__Halomonas anticariensis	1	1.000
s__Roseibium alexandrii	1	1.000
s__Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_01_FULL_37_16b	1	1.000
s__Spirosoma endophyticum	1	1.000
s__Actibacterium mucosum	1	1.000
s__Hydrogenoanaerobacterium saccharovorans	1	1.000
s__candidate division WOR_3 bacterium SM1_77	1	1.000
s__Gordonia malaquae	1	1.000
s__Chitinophagaceae bacterium T5-Br10_B2g13	1	1.000
s__Lachnospiraceae bacterium NLAE-zl-G231	1	1.000
s__Peptostreptococcus anaerobius	1	1.000
s__Candidatus Peribacteria bacterium RIFOXYA1_FULL_56_14	1	1.000
s__Tenericutes bacterium RIFOXYD12_FULL_36_9	1	1.000
s__Acidithrix ferrooxidans	1	1.000
s__Nevskia soli	1	1.000
s__Nitrosomonas sp. Is79A3	1	1.000
s__Pseudarthrobacter chlorophenolicus	1	1.000
s__Candidatus Berkelbacteria bacterium RIFCSPLOWO2_01_FULL_50_28	1	1.000
s__Candidatus Zambryskibacteria bacterium RIFCSPLOWO2_02_FULL_51_21	1	1.000
s__candidate division WWE3 bacterium RIFOXYA1_FULL_41_11	1	1.000
s__Sphingobacterium thalpophilum	1	1.000
s__Acidithiobacillus thiooxidans	10	0.909
s__Synechococcus sp. CC9902	1	1.000
s__Nitrosococcus halophilus	1	1.000
s__Crenarchaeota archaeon 13_1_40CM_3_52_10	1	1.000
s__Crenarchaeota archaeon 13_1_40CM_3_52_17	1	1.000
s__Paenibacillus sp. Root444D2	1	1.000
s__Brucella anthropi	2	0.500
s__Fusobacterium mortiferum	1	1.000
s__Salipiger profundus	1	1.000
s__[Polyangium] brachysporum	1	1.000
s__Leadbetterella byssophila	1	1.000
s__Bacteroides stercoris	1	1.000
s__Rubidibacter lacunae	1	1.000
s__Thiofilum flexile	1	1.000
s__Sulfurospirillum sp. MES	1	1.000
s__Nocardioides sp. Root151	1	1.000
s__Rummeliibacillus stabekisii	1	1.000
s__Candidatus Staskawiczbacteria bacterium RIFCSPLOWO2_01_FULL_37_19	1	1.000
s__Phyllobacterium sp. UNC302MFCol5.2	1	1.000
s__Enterococcus italicus	1	1.000
s__Candidatus Harrisonbacteria bacterium RIFCSPLOWO2_02_FULL_41_13b	1	1.000
s__Planctomycetes bacterium RBG_13_60_9	1	1.000
s__Sphingomonas astaxanthinifaciens	1	1.000
s__Lachnospiraceae bacterium ND2006	1	1.000
s__Novosphingobium pentaromativorans	1	1.000
s__Oxalobacter formigenes	2	1.000
s__Nafulsella turpanensis	1	1.000
s__Candidatus Woesebacteria bacterium GW2011_GWA1_41_7	1	1.000
s__Acetobacterium bakii	1	1.000
s__Rubrivivax gelatinosus	1	1.000
s__Candidatus Giovannonibacteria bacterium GW2011_GWC2_44_9	1	1.000
s__Halococcus morrhuae	1	1.000
s__Candidatus Moranbacteria bacterium RIFOXYA12_FULL_44_15	1	1.000
s__Chloroflexi bacterium RBG_13_51_18	1	1.000
s__Terasakiella pusilla	1	1.000
s__Thermithiobacillus tepidarius	1	1.000
s__Pontibacter lucknowensis	1	1.000
s__candidate division WWE3 bacterium RIFOXYB1_FULL_43_12	1	1.000
s__Listeria weihenstephanensis	1	1.000
s__Xylanimicrobium pachnodae	1	1.000
s__Treponema putidum	1	1.000
s__Candidatus Fluviicola riflensis	1	1.000
s__Bacillus sp. URHB0009	1	1.000
s__Lentibacter algarum	1	1.000
s__Idiomarina sp. 28-8	1	1.000
s__marine actinobacterium PHSC20C1	1	1.000
s__Candidatus Methylomirabilis sp. BIN6	1	1.000
s__Haloarcula sinaiiensis	1	1.000
s__Candidatus Kuenenbacteria bacterium GW2011_GWA2_42_15	1	1.000
s__Streptomyces sp. TAA204	1	1.000
s__Leucobacter sp. Ag1	1	1.000
s__Candidatus Colwellbacteria bacterium RIFCSPLOWO2_12_FULL_43_11	1	1.000
s__Corynebacterium sp. KPL1995	1	1.000
s__Bacteroides fragilis	4	1.000
s__Aeropyrum camini	2	1.000
s__Actinobacteria bacterium BACL2 MAG-120507-bin38	1	1.000
s__Mucilaginibacter sp. PPCGB 2223	1	1.000
s__Pseudomonas fragi	1	1.000
s__Methanoculleus sp. DTU007	1	1.000
s__Apilactobacillus apinorum	1	1.000
s__Deltaproteobacteria bacterium GWF2_42_12	1	1.000
s__Omnitrophica WOR_2 bacterium RIFOXYC2_FULL_43_9	1	1.000
s__Oleiagrimonas soli	1	1.000
s__Yaniella halotolerans	1	1.000
s__Sporosarcina newyorkensis	1	1.000
s__Candidatus Uhrbacteria bacterium GW2011_GWA2_52_8d	1	1.000
s__Vibrio metschnikovii	1	1.000
s__Vibrio fluvialis	1	1.000
s__Enterococcus avium	1	1.000
s__Chitinophaga filiformis	1	1.000
s__Maritalea myrionectae	1	1.000
s__gamma proteobacterium SCGC AAA076-P13	1	1.000
s__Methanolacinia petrolearia	1	1.000
s__Tenacibaculum ovolyticum	1	1.000
s__Candidatus Eisenbacteria bacterium RBG_16_71_46	1	1.000
s__Corynebacterium deserti	1	1.000
s__crenarchaeote SCGC AAA261-N23	1	1.000
s__Aeromonas enteropelogenes	1	1.000
s__candidate division WWE3 bacterium GW2011_GWE1_41_27	1	1.000
s__Clostridia bacterium 41_269	1	1.000
s__Wocania ichthyoenteri	1	1.000
s__Candidatus Buchananbacteria bacterium RIFCSPLOWO2_01_FULL_46_12	1	1.000
s__actinobacterium SCGC AAA278-O22	1	1.000
s__Caldivirga sp. MU80	1	1.000
s__Brachyspira alvinipulli	1	1.000
s__Glutamicibacter halophytocola	1	1.000
s__Nitrincola sp. A-D6	1	1.000
s__Lachnospiraceae bacterium TWA4	1	1.000
s__Peptoniphilus mikwangii	1	1.000
s__Candidatus Peribacteria bacterium RIFCSPHIGHO2_02_FULL_52_16	1	1.000
s__Actinomyces sp. HMSC065F12	1	1.000
s__Sedimentitalea nanhaiensis	1	1.000
s__Candidatus Moranbacteria bacterium RIFOXYA12_FULL_35_19	1	1.000
s__Candidatus Fukatsuia symbiotica	1	1.000
s__Companilactobacillus mindensis	1	1.000
s__Nosocomiicoccus massiliensis	1	1.000
s__Chlamydia gallinacea	2	1.000
s__Candidatus Woesebacteria bacterium RBG_16_40_11	1	1.000
s__Roseivirga pacifica	1	1.000
s__Candidatus Endolissoclinum faulkneri	2	1.000
s__Chlamydiae bacterium RIFCSPLOWO2_01_FULL_44_52	1	1.000
s__Thiohalospira halophila	1	1.000
s__Companilactobacillus alimentarius	1	1.000
s__Verrucomicrobia bacterium GWC2_42_7	1	1.000
s__Candidatus Nomurabacteria bacterium RIFCSPHIGHO2_12_40_11	1	1.000
s__Methanosalsum zhilinae	1	1.000
s__Thermoflavifilum thermophilum	1	1.000
s__Nocardiopsis potens	1	1.000
s__Chania multitudinisentens	1	1.000
s__Deltaproteobacteria bacterium 13_1_40CM_68_24	1	1.000
s__Nocardiopsis kunsanensis	1	1.000
s__Frankia elaeagni	1	1.000
s__Tenericutes bacterium RIFOXYB2_FULL_36_25	1	1.000
s__Fibrobacteria bacterium AD312	1	1.000
s__Halorubrum tebenquichense	1	1.000
s__Candidatus Nitromaritima sp. SCGC AAA288-L16	1	1.000
s__Thermus islandicus	1	1.000
s__Desulfuribacillus stibiiarsenatis	1	1.000
s__Methermicoccus shengliensis	1	1.000
s__Candidatus Methylopumilus planktonicus	1	1.000
s__Oscillibacter sp. 1-3	1	1.000
s__Neisseria shayeganii	1	1.000
s__Trichormus variabilis	1	1.000
s__candidate division Zixibacteria bacterium RBG_19FT_COMBO_42_43	1	1.000
s__Candidatus Levybacteria bacterium RIFCSPHIGHO2_12_FULL_40_44	1	1.000
s__Weizmannia acidiproducens	1	1.000
s__Borrelia hermsii	7	1.000
s__Microgenomates bacterium 39_7	1	1.000
s__Mycobacterium haemophilum	1	1.000
s__Fusobacterium necrophorum	10	1.000
s__Flexistipes sinusarabici	1	1.000
s__Aminobacter sp. J41	1	1.000
s__Citricoccus sp. CH26A	1	1.000
s__Candidatus Daviesbacteria bacterium GW2011_GWA1_38_7	1	1.000
s__Brevibacillus massiliensis	1	1.000
s__secondary endosymbiont of Ctenarytaina eucalypti	1	1.000
s__Roseivirga spongicola	1	1.000
s__Desulfopila aestuarii	1	1.000
s__Clostridium cylindrosporum	1	1.000
s__Geobacter sulfurreducens	1	1.000
s__Lewinella persica	1	1.000
s__Candidatus Lloydbacteria bacterium RIFOXYC12_FULL_46_25	1	1.000
s__Verrucomicrobia bacterium SCGC AAA164-N20	1	1.000
s__Paraprevotella xylaniphila	1	1.000
s__Jongsikchunia kroppenstedtii	1	1.000
s__Chitinophaga sp. CF118	1	1.000
s__[Clostridium] scindens	1	1.000
s__Chroococcidiopsis thermalis	1	1.000
s__Burkholderiales bacterium Ga0077544	1	1.000
s__Thermococcus sibiricus	2	0.667
s__Crenarchaeota archaeon 13_1_40CM_2_52_14	1	1.000
s__Nitrospirae bacterium CG1_02_44_142	1	1.000
s__Candidatus Thioglobus sp. REDSEA-S12_B1	1	1.000
s__Candidatus Kaiserbacteria bacterium RIFCSPHIGHO2_02_FULL_59_21	1	1.000
s__Rothia kristinae	1	1.000
s__Candidatus Magasanikbacteria bacterium RIFCSPHIGHO2_02_FULL_50_9b	1	1.000
s__Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_01_FULL_41_22	1	1.000
s__Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_02_FULL_39_8	1	1.000
s__Chloroflexi bacterium JdFR-59	1	1.000
s__Candidatus Doudnabacteria bacterium RIFCSPLOWO2_01_FULL_42_60	1	1.000
s__Christensenella intestinihominis	1	1.000
s__Serratia odorifera	1	1.000
s__alpha proteobacterium Mf 1.05b.01	1	1.000
s__Boudabousia marimammalium	1	1.000
s__Kocuria palustris	1	1.000
s__Roseicitreum antarcticum	1	1.000
s__Thiomicrorhabdus arctica	1	1.000
s__Gallionella capsiferriformans	1	1.000
s__Paenibacillus lactis	1	1.000
s__Aliivibrio salmonicida	1	1.000
s__Microtetraspora glauca	1	1.000
s__Synechococcus sp. MIT S9509	1	1.000
s__Candidatus Aerophobus profundus	1	1.000
s__Candidatus Daviesbacteria bacterium RIFCSPLOWO2_02_FULL_40_8	1	1.000
s__Candidatus Microthrix parvicella	1	1.000
s__Deltaproteobacteria bacterium RBG_19FT_COMBO_58_16	1	1.000
s__Methylocystis rosea	1	1.000
s__Stenotrophomonas rhizophila	1	1.000
s__Haemophilus influenzae	4	1.000
s__Kordiimonas gwangyangensis	1	1.000
s__Domibacillus aminovorans	1	1.000
s__Paraburkholderia sprentiae	1	1.000
s__Listeria grayi	1	1.000
s__Planctomycetes bacterium RIFCSPHIGHO2_02_FULL_52_58	1	1.000
s__Syntrophaceae bacterium CG2_30_49_12	1	1.000
s__Candidatus Beckwithbacteria bacterium RIFCSPHIGHO2_02_FULL_49_13	1	1.000
s__Chloroflexi bacterium 13_1_40CM_4_65_16	1	1.000
s__Candidatus Falkowbacteria bacterium GW2011_GWC2_38_22	1	1.000
s__Caenimonas sp. SL110	1	1.000
s__candidate division TM7 bacterium JGI 0001002-L20	1	1.000
s__Candidatus Magasanikbacteria bacterium GW2011_GWE2_42_7	1	1.000
s__Ignavibacteria bacterium RIFCSPHIGHO2_02_FULL_56_12	1	1.000
s__Weissella oryzae	1	1.000
s__Verrucomicrobia bacterium Verruco_04	1	1.000
s__Verrucomicrobia bacterium Verruco_03	1	1.000
s__Actinobacteria bacterium BACL2 MAG-120920-bin34	1	1.000
s__Neomegalonema perideroedes	1	1.000
s__Clostridium baratii	1	1.000
s__cyanobacterium endosymbiont of Epithemia turgida	1	1.000
s__Methylomonas methanica	1	1.000
s__Pluralibacter gergoviae	1	1.000
s__Sulfuricurvum sp. RIFCSPLOWO2_02_FULL_43_45	1	1.000
s__Candidatus Sungbacteria bacterium RIFCSPLOWO2_01_FULL_54_21	1	1.000
s__Planctopirus hydrillae	1	1.000
s__Pediococcus stilesii	1	1.000
s__Terasakiispira papahanaumokuakeensis	1	1.000
s__Candidatus Magasanikbacteria bacterium GW2011_GWA2_43_9	1	1.000
s__Prochlorococcus sp. scB243_498N8	1	1.000
s__Parvularcula bermudensis	1	1.000
s__Dysgonomonas sp. BGC7	1	1.000
s__Sulfitobacter mediterraneus	1	1.000
s__Corynebacterium renale	1	1.000
s__Clostridium sp. CAG:780	1	1.000
s__Blautia hansenii	1	1.000
s__Bacteroides sp. Ga6A2	1	1.000
s__Verrucomicrobia bacterium SCGC AAA300-K03	1	1.000
s__Bacteroides sp. Ga6A1	1	1.000
s__Paucilactobacillus vaccinostercus	1	1.000
s__Bdellovibrionales bacterium RIFOXYD1_FULL_36_51	1	1.000
s__[Mannheimia] succiniciproducens	1	1.000
s__Desulfonauticus sp. 38_4375	1	1.000
s__Shewanella pealeana	1	1.000
s__Longispora albida	1	1.000
s__Sphingomonas sp. URHD0057	1	1.000
s__Nocardioides alkalitolerans	1	1.000
s__Eggerthellaceae bacterium AT8	1	1.000
s__Gemmatimonadetes bacterium RBG_16_66_8	1	1.000
s__Butyrivibrio sp. NC2002	1	1.000
s__Clostridium sp. CAG:568	1	1.000
s__Butyrivibrio sp. NC2007	1	1.000
s__Xenorhabdus doucetiae	1	1.000
s__Thermotogaceae bacterium DTU111	1	1.000
s__Agrobacterium arsenijevicii	1	1.000
s__Alphaproteobacteria bacterium 43-37	1	1.000
s__Nodosilinea nodulosa	1	1.000
s__Desertifilum sp. IPPAS B-1220	1	1.000
s__Tepidiphilus margaritifer	1	1.000
s__Cutibacterium granulosum	1	1.000
s__Candidatus Blastococcus massiliensis	1	1.000
s__Thermosediminibacter oceani	1	1.000
s__Hippea sp. KM1	1	1.000
s__Candidatus Woesebacteria bacterium RIFCSPHIGHO2_02_FULL_38_9	1	1.000
s__Paenibacillus maysiensis	1	1.000
s__Candidatus Jorgensenbacteria bacterium RIFCSPHIGHO2_02_FULL_45_20	1	1.000
s__Actinobacteria bacterium BACL4 MAG-120820-bin23	1	1.000
s__Desulfosporosinus acididurans	1	1.000
s__Desulfitobacterium metallireducens	1	1.000
s__Enterococcus gilvus	1	1.000
s__Streptococcus macacae	1	1.000
s__gamma proteobacterium HIMB30	1	1.000
s__Pedobacter soli	1	1.000
s__Acidobacteria bacterium 13_1_40CM_2_60_7	1	1.000
s__Planococcus kocurii	1	1.000
s__Kiloniella laminariae	1	1.000
s__Candidatus Altiarchaeales archaeon WOR_SM1_86-2	1	1.000
s__Trichormus azollae	1	1.000
s__Commensalibacter sp. MX01	1	1.000
s__Entomoplasma luminosum	1	1.000
s__Candidatus Giovannonibacteria bacterium RIFCSPHIGHO2_02_FULL_44_11	1	1.000
s__Acinetobacter johnsonii	1	1.000
s__Omnitrophica bacterium RIFCSPLOWO2_01_FULL_45_10	1	1.000
s__Sunxiuqinia dokdonensis	1	1.000
s__Candidatus Magasanikbacteria bacterium RIFOXYC2_FULL_40_16	1	1.000
s__Maribacter ulvicola	1	1.000
s__Mobiluncus curtisii	3	0.750
s__Candidatus Nomurabacteria bacterium CG2_30_43_9	1	1.000
s__Candidatus Kaiserbacteria bacterium RIFCSPLOWO2_12_FULL_50_10	1	1.000
s__Nitratireductor basaltis	1	1.000
s__Streptomyces sp. CNQ-509	1	1.000
s__Clostridium senegalense	1	1.000
s__Planctopirus limnophila	1	1.000
s__Komagataeibacter medellinensis	1	1.000
s__Candidatus Bathyarchaeota archaeon RBG_13_52_12	1	1.000
s__Candidatus Gottesmanbacteria bacterium RIFCSPHIGHO2_01_FULL_42_27	1	1.000
s__Candidatus Roizmanbacteria bacterium RIFOXYA1_FULL_37_12	1	1.000
s__Rhodospirillum rubrum	1	1.000
s__Fructilactobacillus sanfranciscensis	1	1.000
s__Omnitrophica bacterium RIFCSPLOWO2_02_FULL_45_16	1	1.000
s__Alcanivorax jadensis	1	1.000
s__Rhizobiales bacterium YIM 77505	1	1.000
s__Candidatus Komeilibacteria bacterium RIFCSPLOWO2_02_FULL_48_11	1	1.000
s__Nitrospinae bacterium RIFCSPHIGHO2_12_FULL_39_42	1	1.000
s__Williamsia muralis	1	1.000
s__Flavobacterium beibuense	1	1.000
s__Sphaerochaeta pleomorpha	1	1.000
s__Psychroserpens burtonensis	1	1.000
s__Hugenholtzia roseola	1	1.000
s__Methanothermococcus sp. JdFR-03	1	1.000
s__Bacteroides sp. CAG:770	1	1.000
s__Rhodopseudomonas sp. B29	1	1.000
s__Candidatus Yanofskybacteria bacterium RIFOXYD1_FULL_42_10	1	1.000
s__Devosia riboflavina	1	1.000
s__Acinetobacter sp. NCu2D-2	1	1.000
s__Candidatus Nomurabacteria bacterium RIFCSPLOWO2_02_FULL_44_12	1	1.000
s__Crenarchaeota archaeon SCGC AAA471-L13	1	1.000
s__Methylocystis parvus	1	1.000
s__Gordonia aichiensis	1	1.000
s__Methylobacterium nodulans	1	1.000
s__Bacteroidetes bacterium HLUCCA01	1	1.000
s__Intrasporangium flavum	1	1.000
s__Bryobacterales bacterium KBS 96	1	1.000
s__Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_01_FULL_37_16	1	1.000
s__Candidatus Yanofskybacteria bacterium RIFCSPLOWO2_12_FULL_41_8	1	1.000
s__Peptoniphilus lacrimalis	1	1.000
s__Archaeoglobus sp. JdFR-24	1	1.000
s__Archaeoglobus sp. JdFR-27	1	1.000
s__Archaeoglobus sp. JdFR-22	1	1.000
